recipe_id,ingredient_id,amount,unit
189,89,150,g
189,90,240,g
189,31,200,g
189,122,250,g
189,29,80,g
189,30,6,g
189,124,15,ml
189,32,1,g
189,33,2,g
189,5,2,g
189,6,1,g
190,91,300,g
190,114,150,g
190,45,150,g
190,22,150,g
190,44,5,g
190,19,10,ml
190,124,10,ml
190,5,2,g
190,6,1,g
191,51,300,g
191,100,300,g
191,128,180,g
191,103,30,ml
191,104,10,g
191,30,6,g
191,105,10,g
191,25,10,ml
191,5,1,g
191,6,0.5,g
192,123,500,g
192,108,400,g
192,99,1200,ml
192,101,150,g
192,29,120,g
192,30,6,g
192,124,10,ml
192,119,2,g
192,5,3,g
192,6,1,g
193,130,250,g
193,57,300,g
193,98,200,ml
193,29,80,g
193,30,6,g
193,97,40,g
193,124,10,ml
193,58,5,g
193,5,2,g
193,6,1,g
194,111,800,g
194,114,150,g
194,46,120,g
194,37,80,g
194,29,80,g
194,124,15,ml
194,119,2,g
194,5,2,g
194,6,1,g
195,126,400,g
195,122,400,g
195,108,400,g
195,117,20,g
195,63,200,g
195,29,80,g
195,30,6,g
195,124,20,ml
195,121,2,g
195,5,2,g
195,6,1,g
196,106,300,g
196,127,400,g
196,76,400,g
196,29,120,g
196,30,6,g
196,108,400,g
196,33,2,g
196,124,15,ml
196,5,3,g
196,6,1.5,g
197,94,200,g
197,91,300,g
197,62,30,g
197,37,80,g
197,97,30,g
197,124,10,ml
197,30,3,g
197,5,1.5,g
197,6,0.5,g
198,114,150,g
198,83,250,g
198,110,240,g
198,47,60,g
198,46,80,g
198,124,15,ml
198,19,10,ml
198,5,1.5,g
198,6,0.5,g
199,113,350,g
199,78,300,ml
199,99,800,ml
199,29,120,g
199,30,6,g
199,104,10,g
199,101,120,g
199,109,0.5,g
199,124,10,ml
199,5,3,g
199,6,1,g
200,91,350,g
200,57,250,g
200,102,150,g
200,98,200,ml
200,29,120,g
200,30,6,g
200,128,180,g
200,124,15,ml
200,58,5,g
200,5,2,g
200,6,1,g
201,91,250,g
201,18,120,g
201,47,60,g
201,3,200,g
201,45,150,g
201,69,15,g
201,124,15,ml
201,19,10,ml
201,5,1,g
201,6,0.5,g
202,26,2,plastry
202,62,20,g
202,63,80,g
202,3,150,g
202,5,1,g
202,6,0.5,g
203,28,500,ml
203,99,500,ml
203,29,80,g
203,30,6,g
203,84,80,g
203,124,10,ml
203,121,1,g
203,5,2,g
203,6,1,g
203,17,2,plastry
203,2,10,g
204,34,2,szt
204,43,120,g
204,42,80,g
204,45,150,g
204,44,5,g
204,19,10,ml
204,47,40,g
204,5,1,g
204,6,0.5,g
205,1,4,szt
205,57,200,g
205,37,100,g
205,29,60,g
205,36,60,g
205,25,10,ml
205,5,2,g
205,6,1,g
206,114,150,g
206,60,120,g
206,45,150,g
206,3,200,g
206,47,60,g
206,86,60,g
206,124,15,ml
206,19,10,ml
206,5,1.5,g
206,6,0.5,g
207,115,180,g
207,51,300,g
207,31,200,g
207,101,120,g
207,29,60,g
207,30,6,g
207,103,30,ml
207,104,10,g
207,25,15,ml
207,105,10,g
207,5,1,g
207,6,0.5,g
208,72,160,g
208,3,250,g
208,45,200,g
208,46,80,g
208,86,80,g
208,47,60,g
208,124,15,ml
208,19,10,ml
208,120,1,g
208,5,1,g
208,6,0.5,g
209,122,400,g
209,31,200,g
209,3,250,g
209,29,80,g
209,30,6,g
209,63,150,g
209,124,15,ml
209,121,1,g
209,5,2,g
209,6,1,g
210,17,4,plastry
210,72,160,g
210,22,60,g
210,64,60,g
210,29,30,g
210,19,10,ml
210,58,5,g
210,5,1,g
210,6,0.5,g
211,89,150,g
211,46,100,g
211,71,60,g
211,45,150,g
211,47,60,g
211,124,15,ml
211,19,10,ml
211,119,1,g
211,5,1,g
211,6,0.5,g
212,17,4,plastry
212,85,100,g
212,83,200,g
212,69,15,g
212,19,10,ml
212,5,1,g
212,6,0.5,g
213,110,240,g
213,31,200,g
213,45,150,g
213,29,60,g
213,47,60,g
213,124,15,ml
213,19,10,ml
213,32,1,g
213,5,1.5,g
213,6,0.5,g
214,112,300,g
214,100,300,g
214,47,60,g
214,45,150,g
214,124,15,ml
214,19,10,ml
214,105,5,g
214,5,2,g
214,6,1,g
215,26,2,plastry
215,18,120,g
215,1,2,szt
215,54,10,ml
215,19,5,ml
215,5,1,g
215,6,0.5,g
216,111,800,g
216,29,120,g
216,30,6,g
216,104,10,g
216,99,1200,ml
216,78,300,ml
216,124,15,ml
216,69,20,g
216,5,3,g
216,6,1,g
217,77,500,g
217,46,100,g
217,37,100,g
217,29,80,g
217,124,15,ml
217,33,1,g
217,5,2,g
217,6,1,g
218,95,200,g
218,62,30,g
218,122,250,g
218,3,250,g
218,29,60,g
218,30,6,g
218,124,10,ml
218,97,30,g
218,5,2,g
218,6,1,g
219,28,400,ml
219,29,80,g
219,30,6,g
219,33,2,g
219,32,1,g
219,37,80,g
219,1,4,szt
219,46,80,g
219,124,15,ml
219,5,2,g
219,6,1,g
220,116,600,g
220,106,300,g
220,29,120,g
220,30,6,g
220,124,15,ml
220,33,2,g
220,5,1,g
220,6,1,g
221,114,150,g
221,83,250,g
221,46,100,g
221,47,60,g
221,69,15,g
221,124,15,ml
221,19,10,ml
221,5,1.5,g
221,6,0.5,g
222,1,3,szt
222,85,60,g
222,71,40,g
222,29,50,g
222,25,10,ml
222,47,40,g
222,5,1,g
222,6,0.5,g
223,128,180,g
223,51,300,g
223,100,300,g
223,29,60,g
223,30,6,g
223,104,10,g
223,103,30,ml
223,105,10,g
223,25,15,ml
223,5,1,g
223,6,0.5,g
224,99,1500,ml
224,76,400,g
224,101,150,g
224,100,250,g
224,102,150,g
224,29,120,g
224,30,6,g
224,124,10,ml
224,58,5,g
224,5,3,g
224,6,1,g
225,113,300,g
225,47,60,g
225,45,150,g
225,3,200,g
225,124,15,ml
225,19,10,ml
225,5,2,g
225,6,1,g
226,130,250,g
226,57,300,g
226,37,100,g
226,29,80,g
226,30,6,g
226,98,200,ml
226,124,10,ml
226,97,30,g
226,5,2,g
226,6,1,g
227,92,300,g
227,1,1,szt
227,24,40,g
227,29,60,g
227,25,15,ml
227,5,2,g
227,6,1,g
227,45,200,g
227,11,150,g
227,44,5,g
227,19,5,ml
228,100,600,g
228,99,1200,ml
228,29,120,g
228,30,6,g
228,98,150,ml
228,97,40,g
228,124,10,ml
228,5,3,g
228,6,1,g
229,90,240,g
229,73,150,g
229,31,200,g
229,45,150,g
229,29,60,g
229,47,60,g
229,124,15,ml
229,19,10,ml
229,109,0.5,g
229,5,2,g
229,6,0.5,g
230,94,250,g
230,108,400,g
230,117,20,g
230,29,80,g
230,30,6,g
230,86,80,g
230,120,1,g
230,124,15,ml
230,97,30,g
230,5,2,g
230,6,1,g
